,id,replyCount,likeCount,publishedAt,authorName,text,authorChannelId,authorChannelUrl,isReply,isReplyTo,isReplyToName,text_emotion
451,UgjlAZFU5wQzA3gCoAEC.8MOiZV5jY-F8Mkrh7VFcMe,,0,2016-12-21 17:01:35,Jess C,Nathan Hamers how'd it go,UCfpLpu7A4Zo3wCBYorwPbIw,http://www.youtube.com/channel/UCfpLpu7A4Zo3wCBYorwPbIw,1,UgjlAZFU5wQzA3gCoAEC,Nathan Hamers,0.0
452,UggtpEr-rZAASHgCoAEC,0.0,0,2016-12-12 15:06:54,Terry WannaBerry,I loved this so much,UCEGNCd_WpVILy-qosIae-TA,http://www.youtube.com/channel/UCEGNCd_WpVILy-qosIae-TA,0,,,0.5994
453,UgggvkFMS_-dR3gCoAEC,0.0,0,2016-12-12 07:13:58,muhammad rizik,film nya keren bangat,UC5VpqKJyxcOIovJe2bjUydA,http://www.youtube.com/channel/UC5VpqKJyxcOIovJe2bjUydA,0,,,0.0
454,UggCj_E9hFFJZXgCoAEC,0.0,0,2016-12-12 07:13:45,muhammad rizik,woowwww movie fantasic i love you :*,UC5VpqKJyxcOIovJe2bjUydA,http://www.youtube.com/channel/UC5VpqKJyxcOIovJe2bjUydA,0,,,0.8271
455,UgjdsPI23QfZIXgCoAEC,0.0,0,2016-12-12 02:32:07,Alan Neville,i have the book,UCwb_MjYQVNMk2W8wtSmqCZg,http://www.youtube.com/channel/UCwb_MjYQVNMk2W8wtSmqCZg,0,,,0.0
456,UghTJoV8wJNuPngCoAEC,0.0,1,2016-12-11 19:36:13,extremely fast frog,"it does seem that a lot of people walk into the theatre expecting something similar, or the same as, the original Potter movies. there&#39;s a lot being said about character development, but the thing (for me) is that it&#39;s only the first movie; if you&#39;ve watched / read the entire Potter series, all the characters will seem very fleshed out and familiar. can you actually remember what you thought of each character from the Potter universe when you first started? i do doubt that - but if you do, and still feel this way, i suppose i might just be an easily satisfed person. personally, i do feel that for a first movie, the characters seem quite developed, although it requires a bit of thought.",UCqT17ifrcqkBnqVqMn3RsQQ,http://www.youtube.com/channel/UCqT17ifrcqkBnqVqMn3RsQQ,0,,,0.128
457,UggFez0FcJcQW3gCoAEC,0.0,2,2016-12-11 18:46:22,Dalibor Okoro,Eddie Redmayne was absolutely perfect for this role - great choice!,UCuSoDXNAoHCflev80vJ_m7A,http://www.youtube.com/channel/UCuSoDXNAoHCflev80vJ_m7A,0,,,0.855
458,UgjEYXbjkeCBNXgCoAEC,0.0,0,2016-12-11 18:31:16,Marv3Lthe1,"Now that we have seen fantastic beasts, now someone should make a movie on Fantastic Breasts and where to find them.",UChaGBe54VTyRT7ya0tbsz9A,http://www.youtube.com/channel/UChaGBe54VTyRT7ya0tbsz9A,0,,,0.802
459,UggIFxisdr_A-ngCoAEC,0.0,1,2016-12-11 18:17:50,Wewe Butt,Fucking a make another harry potter movie not this shit,UCjyoOSFi7Uz2X5raLLPJFUw,http://www.youtube.com/channel/UCjyoOSFi7Uz2X5raLLPJFUw,0,,,0.5275
460,Ugj_a_319jRpOXgCoAEC,0.0,0,2016-12-11 17:53:32,TestedModz,I like all the harry potter movies and was expecting to enjoy this. But i found it pretty boring.,UCuDu-lSNgtgTo7Ec9lwCOiA,http://www.youtube.com/channel/UCuDu-lSNgtgTo7Ec9lwCOiA,0,,,0.765
461,UggJK36uhtiycXgCoAEC,0.0,0,2016-12-11 14:06:21,Meagan Cook,Can someone tell me should I read the book first or watch the movie ?,UCUn267GrLBx-ZMPpormyzUg,http://www.youtube.com/channel/UCUn267GrLBx-ZMPpormyzUg,0,,,0.0
462,UgilVY_-RgUF3XgCoAEC,0.0,0,2016-12-11 08:46:41,poppy mellor,"look at <a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=1m49s"">1:49</a>",UC3BGTre6BZy30DBqTmkurAw,http://www.youtube.com/channel/UC3BGTre6BZy30DBqTmkurAw,0,,,0.0
463,Ugg9HcMaVmXvtngCoAEC,0.0,0,2016-12-11 08:45:48,poppy mellor,soo good going to watch it tonight++,UC3BGTre6BZy30DBqTmkurAw,http://www.youtube.com/channel/UC3BGTre6BZy30DBqTmkurAw,0,,,0.4404
464,UghOkGbDNGXPqXgCoAEC,0.0,1,2016-12-11 07:02:40,FateTRSC,I went to this film yesterday and i was amazed by their special effects. But the whole Fantasy genre movie and the storyline itself was so well build-up. <br /><br />Such a great atmosphere this is more the adult target group category for the Harry Potter movies. Even though I was as well amazed by the Harry Potter Movies. The production team and J.K Rowling did a very good job by the whole Fantasy genre atmosphere of the whole movie.,UClCtb_Y13vt6t8Mizy-CoHA,http://www.youtube.com/channel/UClCtb_Y13vt6t8Mizy-CoHA,0,,,0.9677
465,Ugh0TdGhEkzNJXgCoAEC,0.0,1,2016-12-11 05:04:12,Erick Perdana,fantastic story and can&#39;t wait watch this sequel,UCZfAkgKoRCyJBsjTey54oyg,http://www.youtube.com/channel/UCZfAkgKoRCyJBsjTey54oyg,0,,,0.5574
466,UgjmRcZDQIKHE3gCoAEC,0.0,0,2016-12-11 01:07:32,Justice Prevails,Don&#39;t bother watching this film unless u are under the age of 12. IT IS FUCKING SHIT WASTE OF MONEY,UCpQm9HNbzRFVkgwOSmdxVaA,http://www.youtube.com/channel/UCpQm9HNbzRFVkgwOSmdxVaA,0,,,-0.9227
467,UggB_Qxh7P2oEHgCoAEC,0.0,0,2016-12-10 23:06:55,Nina,oh &#39;member the order of the phoenix?,UCP9avxOnrYMgHp2p8232Jsg,http://www.youtube.com/channel/UCP9avxOnrYMgHp2p8232Jsg,0,,,0.0
468,UgiavOUfKiB4K3gCoAEC,0.0,0,2016-12-10 22:37:03,HelloDolly,looks cool,UC4BnT4hFGIJNdnmvT3-S2NA,http://www.youtube.com/channel/UC4BnT4hFGIJNdnmvT3-S2NA,0,,,0.3182
469,UgiH6zTdjg6NE3gCoAEC,0.0,0,2016-12-10 20:19:53,l e J I N d a r y,In 3D it&#39;s Awesome!,UCB5hHwN5DbYJ4FL1VB84sqQ,http://www.youtube.com/channel/UCB5hHwN5DbYJ4FL1VB84sqQ,0,,,0.6588
470,UggS1fxRp2jXxHgCoAEC,0.0,0,2016-12-10 20:04:15,Hugh Mungus,This looks stupid,UC-3VtFGVDDTMUGnuPKXWf5w,http://www.youtube.com/channel/UC-3VtFGVDDTMUGnuPKXWf5w,0,,,-0.5267
471,Uggew_oazAxnZngCoAEC,0.0,1,2016-12-10 18:35:50,福井小遥,Who have watched this?,UCct0H3P2lI4lq-8dB2nxsOA,http://www.youtube.com/channel/UCct0H3P2lI4lq-8dB2nxsOA,0,,,0.0
472,Uggt1o508CYi93gCoAEC,0.0,0,2016-12-10 18:20:41,sofia,"i think it&#39;s better watching this without the trailer..i watched the movie before i watched the trailer and i feel like if i saw this first it wouldn&#39;t be as thrilling. i didn&#39;t even know ezra miller, colin farell, and johnny depp would be here haha.",UCSigRCqkXsU4tDcYnQU_EOw,http://www.youtube.com/channel/UCSigRCqkXsU4tDcYnQU_EOw,0,,,0.8885
473,UgjPzkDTGQBaPngCoAEC,0.0,0,2016-12-10 16:39:20,Res,it&#39;s fucking boring.,UCra9Ij_w5OveWw-1z0Xh5_g,http://www.youtube.com/channel/UCra9Ij_w5OveWw-1z0Xh5_g,0,,,-0.3804
474,UgivQazMOg7ky3gCoAEC,0.0,1,2016-12-10 12:43:01,Magnetic rice,Who saw this?,UCzWq2Zp6Hbc3MSW8p0JQnOg,http://www.youtube.com/channel/UCzWq2Zp6Hbc3MSW8p0JQnOg,0,,,0.0
475,Ugj9RSgGVgDgPXgCoAEC,0.0,0,2016-12-10 11:10:44,AmazingSobin HQ,"Me-1,527 dislikes! Voldemort is back!",UCbVubGC0kp6LrljrIBJ2zIA,http://www.youtube.com/channel/UCbVubGC0kp6LrljrIBJ2zIA,0,,,-0.508
476,UggSoWIhnrEEjHgCoAEC,0.0,0,2016-12-10 09:37:29,Alex Retevoescu,nice,UCqKlPGthpv0kSvgXOyslrvg,http://www.youtube.com/channel/UCqKlPGthpv0kSvgXOyslrvg,0,,,0.4215
477,UghOd4Hgpo6ASngCoAEC,0.0,0,2016-12-10 07:00:50,yooringonghan,"This trailer is the definitive one, negating some of the earlier trailers...<br /><br />Differences between this trailer &amp; movie<br />(spoiler alert)<br /><br />-Jacob&#39;s &quot;We got a plan, right, guys?&quot; was cut<br />-scene of the shield over the subway station being brought down was cut",UCXPLX8rnV2CJJgoLF4BSzdw,http://www.youtube.com/channel/UCXPLX8rnV2CJJgoLF4BSzdw,0,,,-0.2732
478,UgggJOpfTtMv5ngCoAEC,0.0,2,2016-12-10 00:00:24,The Night Watcher,"In my opinion, don&#39;t go into this movie expecting a story on the level as the original books or movies. It&#39;s different and has its own personality. But if you love the wizarding universe and go in with an open mind, you&#39;ll have a lot of fun with it.",UC8HWTNQ5tA5i-jRQ_MEyNhw,http://www.youtube.com/channel/UC8HWTNQ5tA5i-jRQ_MEyNhw,0,,,0.8689
479,UghR_mJZAy1P_ngCoAEC,0.0,1,2016-12-09 20:29:14,Ella,"this makes me so emotional and nostalgic, i can&#39;t believe it&#39;s been over 10 years since the first Harry Potter movie. I just want so badly be part of that world :( J.K Rowling is legit legend",UC1ZPhbKlS8x8N8uNZiR7nig,http://www.youtube.com/channel/UC1ZPhbKlS8x8N8uNZiR7nig,0,,,-0.6678
480,UghFdFUWhjE1GHgCoAEC,0.0,1,2016-12-09 17:12:52,Betty Kam,Newt Scamander&#39;s character reminds me a bit of Hagrid :) I LOVED him! He&#39;s a typical hufflepuff and plays the role charmingly <br /><br />But I must admit I hated Tina Goldstein&#39;s character...found it rather useless and they should have picked another actress than Katherine Waterson for the role as she was not convincing at all!,UCi3cPGsI1BsuRS0nFR8HNRw,http://www.youtube.com/channel/UCi3cPGsI1BsuRS0nFR8HNRw,0,,,0.7148
481,UgiXemp4taxkT3gCoAEC,0.0,1,2016-12-09 17:10:03,Vera Luza,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=1h54m08s"">1:54:08</a> Fantastic Beasts and Where to Find Them<br />watch now: <a href=""http://plus.google.com/+AudreyPortal/posts/h8vRcbmb2Fh"">plus.google.com/+AudreyPortal/posts/h8vRcbmb2Fh</a>",UCe8D7lcAiBwSti9yQv3JbaA,http://www.youtube.com/channel/UCe8D7lcAiBwSti9yQv3JbaA,0,,,0.5574
482,UghQiiOziM0O93gCoAEC,0.0,1,2016-12-09 13:10:10,MsTenseiga,"I didn&#39;t expect this movie to be good, I really didn&#39;t. But damn it was fucking amazing!",UC13Wft-85KtISN2DZHqr0Tg,http://www.youtube.com/channel/UC13Wft-85KtISN2DZHqr0Tg,0,,,0.651
483,UggZ2tqSIPD05HgCoAEC,0.0,0,2016-12-09 08:14:31,Guillaume,imagine if the man was matt smith :o,UCCvZ9j10UroXc5F6Df_sePg,http://www.youtube.com/channel/UCCvZ9j10UroXc5F6Df_sePg,0,,,-0.1027
484,Ugg3daGRbUW3sHgCoAEC,0.0,2,2016-12-09 07:31:23,Dedi Mingkuno,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=9m36s"">9:36</a> Fantastic Beasts and Where to Find Them Movie Available in hd Quality<br />Stream Now <a href=""https://plus.google.com/+McQuinGanesStaringDika/posts/TNArPudgVvB"">https://plus.google.com/+McQuinGanesStaringDika/posts/TNArPudgVvB</a>",UCohqwE6l0_1HFkdVqULcsCg,http://www.youtube.com/channel/UCohqwE6l0_1HFkdVqULcsCg,0,,,0.5574
485,Ugiv6SVt7aRH5HgCoAEC,0.0,0,2016-12-09 01:12:42,Anjela Allyza Sapon,Yesss i just got the book!!,UC9cnMssndowp4zEFSYYJqjA,http://www.youtube.com/channel/UC9cnMssndowp4zEFSYYJqjA,0,,,0.0
486,UgiDVlTAYAf0W3gCoAEC,0.0,0,2016-12-09 00:09:43,Sam Yam,stupid,UCGSlxBeF4S-Bq1A_1nDNM_A,http://www.youtube.com/channel/UCGSlxBeF4S-Bq1A_1nDNM_A,0,,,-0.5267
487,UgicedndGCTa4HgCoAEC,0.0,0,2016-12-08 21:39:53,AureliaSpeaks Gibberish,"Watched the Movie today! Absolutely Recommend it for anyone not just 11 year olds. Amazing content, amazing story, amazing message. Amazing MOVIE",UCzXXq1IG6Ano4cd5jG46kkg,http://www.youtube.com/channel/UCzXXq1IG6Ano4cd5jG46kkg,0,,,0.96
488,UghJyHOTdbK7YHgCoAEC,1.0,0,2016-12-08 21:25:38,Aarush Sood,GUYS IS THAT MAN RON WEASLEY?,UCs-l9bgqzZzqgzmiAmvBTbA,http://www.youtube.com/channel/UCs-l9bgqzZzqgzmiAmvBTbA,0,,,0.0
489,UghJyHOTdbK7YHgCoAEC.8MEr_emEIq98MErdR5khVY,,0,2016-12-08 21:26:09,Aarush Sood,OR IS THAT THATCHER JOE?,UCs-l9bgqzZzqgzmiAmvBTbA,http://www.youtube.com/channel/UCs-l9bgqzZzqgzmiAmvBTbA,1,UghJyHOTdbK7YHgCoAEC,Aarush Sood,0.0
490,Ughm8gUrV8nFzHgCoAEC,0.0,1,2016-12-08 19:23:52,Timierex,best movie ever,UCAQIHtEC98xGhAksNen43Uw,http://www.youtube.com/channel/UCAQIHtEC98xGhAksNen43Uw,0,,,0.6369
491,Ugi29S0oxPjJMngCoAEC,0.0,0,2016-12-08 18:09:20,Nur YILDIZ,good I loved,UCSwz1KialOoOIr-vEEJMQeQ,http://www.youtube.com/channel/UCSwz1KialOoOIr-vEEJMQeQ,0,,,0.7783
492,Ugj1QjRTEqxf93gCoAEC,0.0,0,2016-12-08 17:24:11,SharloTTA SHOW,"1.35 He&#39;s said (Newt Scamander)<br />Danger,he senses danger.<br /><br />You&#39;re welcome c:",UCK31a7zvDTjTHQbh66RDnDA,http://www.youtube.com/channel/UCK31a7zvDTjTHQbh66RDnDA,0,,,0.4588
493,UghLX2J6jW8uCHgCoAEC,0.0,0,2016-12-08 10:56:27,RF 12,i love this movie my friend in school love it too they watch the movie together they even do the mannequin challange in the movie theater.i was jeaolus cause i watch the movie earlier then them so i dont watch the movie with my friend,UC-yaJwf5AgcL6hdAxMm2_aA,http://www.youtube.com/channel/UC-yaJwf5AgcL6hdAxMm2_aA,0,,,0.9413
494,UgjI5zI5nyHJd3gCoAEC,0.0,1,2016-12-08 03:12:43,HannahBanana Girl,I have already see n the movie I fell in the wif the guy who came out of the case!,UC50ENy_vwGBkmMWD9BZTgKA,http://www.youtube.com/channel/UC50ENy_vwGBkmMWD9BZTgKA,0,,,0.0
495,UgjJxv3LRl1mW3gCoAEC,0.0,0,2016-12-08 01:02:04,dakotalayinlow,ugh.. why Johnny Depp?,UCK-4x8wUpLSn8hunXqTduMw,http://www.youtube.com/channel/UCK-4x8wUpLSn8hunXqTduMw,0,,,0.0
496,UggoLq4BBQCKhHgCoAEC,0.0,0,2016-12-07 22:59:53,Gaia D,I thought the wands were fund and I was like....damn! How can guns be so thin?😂😂😂,UCnL_w0MxqC1zLd9Qhhowhfw,http://www.youtube.com/channel/UCnL_w0MxqC1zLd9Qhhowhfw,0,,,0.0
497,Ugg21RGkvuyzZngCoAEC,0.0,1,2016-12-07 21:11:13,Ada,"I knew it was coming and I still squealed in the theatre when the HP theme started playing. Hit me right in the childhood. &quot;After all this time? Always.&quot;<br />This movie was bloody fantastic. I would have watched it no matter what, but it was SO much better than I expected. I have something to look forward to for 4 more years.",UCYU3owq_PWuAdAtFYJrbhoA,http://www.youtube.com/channel/UCYU3owq_PWuAdAtFYJrbhoA,0,,,0.7588
498,Ugjczk-RTynEQHgCoAEC,1.0,0,2016-12-07 19:01:36,RollAceMoses.,so is the main actor supposed to be Harry potters son...what is the relation...between this movie and Harry Potter series?,UCl5aaCflHuRyhIjsVKZvg-A,http://www.youtube.com/channel/UCl5aaCflHuRyhIjsVKZvg-A,0,,,0.0
499,Ugjczk-RTynEQHgCoAEC.8MC1Iuh9U108Mh_VQXSlXH,,0,2016-12-20 10:24:51,ilove her but she love Pennywise,no this was set before harry potter's birth..buddy...,UCClT5py4oI4i0Vklk0sLG5A,http://www.youtube.com/channel/UCClT5py4oI4i0Vklk0sLG5A,1,Ugjczk-RTynEQHgCoAEC,RollAceMoses.,-0.296
500,Ugj69QJcbr6H2ngCoAEC,0.0,1,2016-12-07 17:12:13,Michi Aluto,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=1h54m07s"">1:54:07</a> Fantastic Beasts and Where to Find Them<br />watch now: <a href=""http://plus.google.com/+AudreyPortal/posts/h8vRcbmb2Fh"">plus.google.com/+AudreyPortal/posts/h8vRcbmb2Fh</a>",UCnDasX7NiATn7eujHc83eVg,http://www.youtube.com/channel/UCnDasX7NiATn7eujHc83eVg,0,,,0.5574
501,Ughc1T8NHmGEpngCoAEC,0.0,0,2016-12-07 10:54:48,weeweea JJ,the flash&#39;s hair...,UCTdn95GWN8x1QGVPyg5mPxw,http://www.youtube.com/channel/UCTdn95GWN8x1QGVPyg5mPxw,0,,,0.0
502,UgjRL_UxxeJNi3gCoAEC,1.0,0,2016-12-07 06:26:28,Ichsan Rolibta,"and i don&#39;t even seen harry potter things in this movie T_T so sad, i refuse to watch.",UCr5pC2MhPQToaP8f8yx8R0g,http://www.youtube.com/channel/UCr5pC2MhPQToaP8f8yx8R0g,0,,,-0.7557
503,UgjRL_UxxeJNi3gCoAEC.8MAftAaXXRf8Mh_kpvrYZs,,0,2016-12-20 10:27:05,ilove her but she love Pennywise,just try buddy.....i find it more enjoyable tbh.....,UCClT5py4oI4i0Vklk0sLG5A,http://www.youtube.com/channel/UCClT5py4oI4i0Vklk0sLG5A,1,UgjRL_UxxeJNi3gCoAEC,Ichsan Rolibta,0.4927
504,Ugge0KUVvpb3OngCoAEC,0.0,0,2016-12-07 05:29:33,waniwani chu,THIS MOVIE IS AMAZING!!,UCKT5BYaRcGaCtjQLoyKe3FQ,http://www.youtube.com/channel/UCKT5BYaRcGaCtjQLoyKe3FQ,0,,,0.658
505,UghKwoDjRhHUhngCoAEC,0.0,0,2016-12-07 05:12:53,MrBombastic,I just wanted to find some fantastic breasts to look at but my google search led me here 😢,UCx7GATm1HX7VXGO60WiLH1Q,http://www.youtube.com/channel/UCx7GATm1HX7VXGO60WiLH1Q,0,,,0.3182
506,Ugj1hT7j9bg_cngCoAEC,0.0,1,2016-12-07 02:20:33,Andy Rucker,"The movie was good. Characters and acting was amazing, but my only complaint is that it did not feel real. Yes it is make believe, but Harry Potter was too, but that felt real. I just think there was an excessive amount of CGI that was not needed.<br />Thanks to a guy from twitter providing me the link to watch it. You can check it here if you guys want: <a href=""https://twitter.com/cris4547/status/806318081530281984"">https://twitter.com/cris4547/status/806318081530281984</a>",UCxJ5P-PV3ALYy_YWTc3wgfQ,http://www.youtube.com/channel/UCxJ5P-PV3ALYy_YWTc3wgfQ,0,,,-0.2232
507,UgjC7wzQGU3eKHgCoAEC,0.0,0,2016-12-07 01:26:09,Holly,M...Marius ;-;,UCJQF4iuICw5C5YjvY1l95-g,http://www.youtube.com/channel/UCJQF4iuICw5C5YjvY1l95-g,0,,,0.0
508,UgjaiYx0Z2VUx3gCoAEC,0.0,0,2016-12-06 23:43:38,Ala 11,I watched it today but I have to say I didn&#39;t like it I don&#39;t know why exactly. I liked harry potter a lot actually. Maybe that&#39;s because I prefer the original characters and story,UCYooFarCfGbnwkxyrWVTbZw,http://www.youtube.com/channel/UCYooFarCfGbnwkxyrWVTbZw,0,,,0.872
509,Uggg1rW07IFupXgCoAEC,0.0,0,2016-12-06 10:50:11,alicia terisno,Wow! The effect is so amazing😮,UC-b2F4GUKSS0GbuJdq8Y-Jg,http://www.youtube.com/channel/UC-b2F4GUKSS0GbuJdq8Y-Jg,0,,,0.6239
510,UggXZ6vCrbS6EHgCoAEC,0.0,0,2016-12-06 09:50:39,me mia,"can anyone tell me is this story really great to watch?i really like harry potter,i just want to know the review about this story",UCMy9IGea8IpbuzDdHDXI9fQ,http://www.youtube.com/channel/UCMy9IGea8IpbuzDdHDXI9fQ,0,,,0.8169
511,UghRcvJ6JKoyWXgCoAEC,0.0,0,2016-12-06 05:57:58,WazifWoodstock,Petrival Graves is a great villain,UC0NY34YuAFmfzfMH19DpXOw,http://www.youtube.com/channel/UC0NY34YuAFmfzfMH19DpXOw,0,,,-0.1779
512,Ugjb8a__xfDA6ngCoAEC,0.0,0,2016-12-06 05:24:05,Chandra Angela,I like eddie&#39;s movies. :-) Eddie is so talented.<br />I didn&#39;t know the actress.<br />I don&#39;t like her acting.,UCPUvA1CxLwcoWpWWRBVxTsw,http://www.youtube.com/channel/UCPUvA1CxLwcoWpWWRBVxTsw,0,,,0.743
513,UgiIsS2MYBq1tHgCoAEC,0.0,0,2016-12-06 05:23:59,Sr Chalice,I don&#39;t get it...,UCnJ0C1-U6R9E7ZqJHvvCl9w,http://www.youtube.com/channel/UCnJ0C1-U6R9E7ZqJHvvCl9w,0,,,0.0
514,UgjHGPoI5RzrCXgCoAEC,0.0,2,2016-12-06 05:18:27,Deniesa Sheean,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=2m05s"">2:05</a> Fantastic Beasts and Where to Find Them Movie Available in hd Quality<br />Stream Now <a href=""https://plus.google.com/+McQuinGanesStaringDika/posts/TNArPudgVvB"">https://plus.google.com/+McQuinGanesStaringDika/posts/TNArPudgVvB</a>",UCRXktE-NzYypLYcyAGhhByQ,http://www.youtube.com/channel/UCRXktE-NzYypLYcyAGhhByQ,0,,,0.5574
515,UggX-uvigs4YyngCoAEC,0.0,1,2016-12-06 04:49:39,ico DCNA,"am i the only one who thinks the leading guy, looks and act stupid from the very beginning till end. not fun to watch.",UCpEQlNDJKmJOjLl14gU9MMg,http://www.youtube.com/channel/UCpEQlNDJKmJOjLl14gU9MMg,0,,,-0.7271
516,UgjHbmQodBkZyngCoAEC,0.0,0,2016-12-06 01:36:23,Loreto Eliade,Oh and Im pretty sure if Jk rowling were to make a thousand of stories in the world of harry potter they would all be amazing,UCzuKPm-g7xnbxluzNKSNmAQ,http://www.youtube.com/channel/UCzuKPm-g7xnbxluzNKSNmAQ,0,,,0.8807
517,UghDjAdGbLQF4HgCoAEC,0.0,0,2016-12-06 01:34:29,Loreto Eliade,I just watched the movie today and absolutely loved it!!!,UCzuKPm-g7xnbxluzNKSNmAQ,http://www.youtube.com/channel/UCzuKPm-g7xnbxluzNKSNmAQ,0,,,0.7243
518,Ugg2iYGQyGAOe3gCoAEC,0.0,0,2016-12-06 01:18:50,Andrew Lucas,That Credence boy needs a hug,UCmJZGRhXPVXsLCA17gT4VsQ,http://www.youtube.com/channel/UCmJZGRhXPVXsLCA17gT4VsQ,0,,,0.4767
519,Ugj_tpQc3Pj8IXgCoAEC,0.0,1,2016-12-05 21:52:45,S-a-o-i-r-s-e,I have watched this trailer too many times.,UCkNvzEe5syvw0eKAFGlm1HA,http://www.youtube.com/channel/UCkNvzEe5syvw0eKAFGlm1HA,0,,,0.0
520,UgjR6cxrBNQ1_3gCoAEC,1.0,0,2016-12-05 17:38:08,befilmt,"I&#39;d like to know where I can find the (part of the) song that starts in middle, when Colin Farrel says: &quot;I ask all of you, who does this protect...&quot;",UCPMTmSdeoX0hbtqT53YtLKg,http://www.youtube.com/channel/UCPMTmSdeoX0hbtqT53YtLKg,0,,,0.3612
521,UgjR6cxrBNQ1_3gCoAEC.8M6j9q1s3_f8M6jcjTThaM,,0,2016-12-05 17:42:13,befilmt,"I stay corrected: it actually starts around 1:05, when Samantha Morton is talking, ad the text insert ""from writer J.K. Rowling"" appears",UCPMTmSdeoX0hbtqT53YtLKg,http://www.youtube.com/channel/UCPMTmSdeoX0hbtqT53YtLKg,1,UgjR6cxrBNQ1_3gCoAEC,befilmt,0.0
522,UggY1EzDcn_25ngCoAEC,0.0,0,2016-12-05 12:45:34,Rick,&quot;I came from london in the pocket of a traveler&quot;-aragog THIS IS THE SECRET I HAVE THIS WATCH THIS MOVIE,UChRptN2MYxjcgxIjpBCuqHQ,http://www.youtube.com/channel/UChRptN2MYxjcgxIjpBCuqHQ,0,,,0.0
523,UgiM3wDtRh1FtXgCoAEC,0.0,0,2016-12-05 12:16:35,Tim Slager,This movie is so cool!! I cant wait of there coming a part 2 😀,UClkQisLwRxzQ_dNrgUC0L7g,http://www.youtube.com/channel/UClkQisLwRxzQ_dNrgUC0L7g,0,,,0.5537
524,UgiVArqYbbS-FXgCoAEC,1.0,0,2016-12-05 11:26:01,Jeremy,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=1m36s"">1:36</a>... wtf did he just say??",UC6uDojMIpdE8hi_JR6PDcqw,http://www.youtube.com/channel/UC6uDojMIpdE8hi_JR6PDcqw,0,,,-0.6531
525,UgiVArqYbbS-FXgCoAEC.8M63_JzQiXs8M6kBe83R05,,1,2016-12-05 17:47:07,befilmt,Danger! He senses danger,UCPMTmSdeoX0hbtqT53YtLKg,http://www.youtube.com/channel/UCPMTmSdeoX0hbtqT53YtLKg,1,UgiVArqYbbS-FXgCoAEC,Jeremy,-0.7959
526,UgjQoMEOU-y41XgCoAEC,0.0,0,2016-12-05 04:27:43,Urbandan,Best movie I&#39;ve seen all year. The effects were grand. Might be my all time favorite!,UCOyFBxf5LlLuNenFUfPmIjA,http://www.youtube.com/channel/UCOyFBxf5LlLuNenFUfPmIjA,0,,,0.8883
527,UgigyJvWWjJmmHgCoAEC,0.0,0,2016-12-05 03:23:49,wayne king,finally guns in the potterverse,UCvNJ44s9PTA4fOgcTZ2j2HA,http://www.youtube.com/channel/UCvNJ44s9PTA4fOgcTZ2j2HA,0,,,0.0
528,Ugiu5f_ybNfLw3gCoAEC,0.0,0,2016-12-05 00:25:55,Gökhan K,This movie is awful.There was just some funny scenes related to shiny things loving animal.I do not suggest you to watch it.Boring.,UCFM2UUuFqR-ICjzHZ5zAVtg,http://www.youtube.com/channel/UCFM2UUuFqR-ICjzHZ5zAVtg,0,,,0.7783
529,UgguAqwgcHauLXgCoAEC,0.0,0,2016-12-04 21:33:23,Miss Galuh,I like this movie.. wow so great..,UCVGXFVCeOp5nOlxZiI7Io1g,http://www.youtube.com/channel/UCVGXFVCeOp5nOlxZiI7Io1g,0,,,0.743
530,UghlfbYDhI7G1XgCoAEC,0.0,0,2016-12-04 21:11:56,aFaxMachine ThatisAwsome,All ready watched it and it was good,UC5eRCxgXyuAYEyLGbTfN1kg,http://www.youtube.com/channel/UC5eRCxgXyuAYEyLGbTfN1kg,0,,,0.6597
531,Ughw-BI-PTHCE3gCoAEC,0.0,0,2016-12-04 20:47:54,Rosie Barwick,This film is the best film going,UCECIluJ2Kx52hwve2EFI_gw,http://www.youtube.com/channel/UCECIluJ2Kx52hwve2EFI_gw,0,,,0.6369
532,UgioP_6B2bFXjHgCoAEC,0.0,0,2016-12-04 20:42:07,Duresaa,This was so shit omg,UCa7qwfIXxGhMNyCc7yqVLxw,http://www.youtube.com/channel/UCa7qwfIXxGhMNyCc7yqVLxw,0,,,-0.6825
533,UghXrvgFN-T98ngCoAEC,0.0,0,2016-12-04 20:13:27,nadz yea,how do shitty movies like this get so many people to like it,UC2sZc0yxN7pYNnTLvuF-XlQ,http://www.youtube.com/channel/UC2sZc0yxN7pYNnTLvuF-XlQ,0,,,0.1027
534,Ugh-QlVzOwQ3ZXgCoAEC,0.0,0,2016-12-04 17:57:15,stanleyuriz,"I have never seen the Harry Potter movies, (I know, I really should watch them and read the books) but would watching this spoil anything for me? My friend has invited me to see it with her and I&#39;d like to know. :)",UCLp5sAmzMxOI75hEiOR8ZTA,http://www.youtube.com/channel/UCLp5sAmzMxOI75hEiOR8ZTA,0,,,0.9109
